id,source_files,source_lines,owner,claim_type,subtype,claim_text,expected_value,doc_says,code_says,vps_says,status,suggested_fix,notes
c-0144,README.md,29,owned,concrete,command,The install command is uv sync.,uv sync,"
```bash
uv sync
```
","./docs/audits/2026-05-07/claims.curated.yaml:1160:  claim_text: The dependency installation command is `uv sync`.
./docs/audits/2026-05-07/claims.curated.yaml:1161:  expected_value: uv sync
./docs/audits/2026-05-07/claims.curated.yaml:1931:  claim_text: The install command is uv sync.
./docs/audits/",,MATCH,,
c-0145,README.md,32,owned,concrete,model_profile,The default model profile is gemini-3-flash.,gemini-3-flash,"```

Set an API key for whichever model profile you want to use. The default profile (`gemini-3-flash`) reads `OPENROUTER_API_KEY`:

```bash",,,MATCH,,
c-0146,README.md,32,owned,concrete,env_var,The default profile reads OPENROUTER_API_KEY.,OPENROUTER_API_KEY,"```

Set an API key for whichever model profile you want to use. The default profile (`gemini-3-flash`) reads `OPENROUTER_API_KEY`:

```bash","./transform_transcript.sh:4:# Requires OPENROUTER_API_KEY in environment or .env
./transform_transcript.py:4:API key: OPENROUTER_API_KEY from environment, or from .env in project root.
./transform_transcript.py:29:    key = os.environ.get(""OPENROUTER_API_KEY"")
./transform_transcript.py:99:          ",,MATCH,,
c-0147,README.md,44,owned,concrete,command,One-shot usage runs uv run python run.py with a YouTube URL and style.,"uv run python run.py ""https://www.youtube.com/watch?v=KE39P4qBjDk"" coding_agent","
```bash
uv run python run.py ""https://www.youtube.com/watch?v=KE39P4qBjDk"" coding_agent
```
",,,MATCH,,
c-0148,README.md,47,owned,concrete,style_name,A listed style is coding_agent.,coding_agent,"```

Downloads, extracts frames + OCR, and distills with the `coding_agent` style guide. Available styles: `coding_agent`, `diy_project`, `knowledge_base` (in `styles/`). Drop new ones in as plain markdown.

### Two-phase (re-stylable)",,,MATCH,,
c-0149,README.md,47,owned,concrete,style_name,A listed style is diy_project.,diy_project,"```

Downloads, extracts frames + OCR, and distills with the `coding_agent` style guide. Available styles: `coding_agent`, `diy_project`, `knowledge_base` (in `styles/`). Drop new ones in as plain markdown.

### Two-phase (re-stylable)",,,MATCH,,
c-0150,README.md,47,owned,concrete,style_name,A listed style is knowledge_base.,knowledge_base,"```

Downloads, extracts frames + OCR, and distills with the `coding_agent` style guide. Available styles: `coding_agent`, `diy_project`, `knowledge_base` (in `styles/`). Drop new ones in as plain markdown.

### Two-phase (re-stylable)",,,MATCH,,
c-0151,README.md,54,owned,concrete,command,Phase 1 extraction command uses extract.py with a YouTube URL.,"uv run python extract.py ""https://youtu.be/KE39P4qBjDk""","
```bash
uv run python extract.py ""https://youtu.be/KE39P4qBjDk""
```
",,,MATCH,,
c-0152,README.md,61,owned,concrete,cli_flag,distill.py accepts --model to choose a model profile.,--model,"```bash
uv run python distill.py KE39P4qBjDk_Title coding_agent
uv run python distill.py KE39P4qBjDk_Title knowledge_base --model claude-sonnet-4-6
```
",,,MATCH,,
c-0153,README.md,61,owned,concrete,model_profile,claude-sonnet-4-6 is used as a model profile value in the CLI example.,claude-sonnet-4-6,"```bash
uv run python distill.py KE39P4qBjDk_Title coding_agent
uv run python distill.py KE39P4qBjDk_Title knowledge_base --model claude-sonnet-4-6
```
",,,MATCH,,
c-0154,README.md,67,owned,concrete,cli_flag,extract.py supports --start.,--start,"
```bash
uv run python extract.py /path/to/lecture.mp4 --start 60 --end 600 --max-frames 80
```
",,,MATCH,,
c-0155,README.md,67,owned,concrete,cli_flag,extract.py supports --end.,--end,"
```bash
uv run python extract.py /path/to/lecture.mp4 --start 60 --end 600 --max-frames 80
```
",,,MATCH,,
c-0156,README.md,67,owned,concrete,cli_flag,extract.py supports --max-frames.,--max-frames,"
```bash
uv run python extract.py /path/to/lecture.mp4 --start 60 --end 600 --max-frames 80
```
",,,MATCH,,
c-0157,README.md,70,owned,behavioral,timestamp_behavior,Using --start/--end clips a window while preserving absolute timestamps in citations.,timestamps stay absolute,"```

`--start`/`--end` (seconds) clip a window; absolute timestamps are preserved through the pipeline so citations like `t=05:23` still mean what you'd expect.

### Useful flags",,,UNVERIFIABLE,,
c-0158,README.md,78,owned,behavioral,flag_behavior,--no-frames makes extract.py run transcript-only.,transcript-only run,"| `--max-frames N` | `extract.py`, `run.py` | Cap frames extracted from the video |
| `--start`, `--end` | `extract.py`, `run.py` | Clip a sub-range; timestamps stay absolute |
| `--no-frames` | `extract.py` | Transcript-only run |
| `--keep-video` | `extract.py` | Preserve the cached download for i",,,UNVERIFIABLE,,
c-0159,README.md,80,owned,behavioral,flag_behavior,--force bypasses idempotency for the whole extraction pipeline.,bypass full pipeline idempotency,"| `--no-frames` | `extract.py` | Transcript-only run |
| `--keep-video` | `extract.py` | Preserve the cached download for inspection |
| `--force` / `--force-ocr` | `extract.py` | Bypass idempotency for the whole pipeline / OCR only |
| `--cookies-from-browser firefox` | `extract.py`, `run.py` | Use",,,UNVERIFIABLE,,
c-0160,README.md,80,owned,behavioral,flag_behavior,--force-ocr bypasses idempotency for OCR only.,bypass OCR idempotency only,"| `--no-frames` | `extract.py` | Transcript-only run |
| `--keep-video` | `extract.py` | Preserve the cached download for inspection |
| `--force` / `--force-ocr` | `extract.py` | Bypass idempotency for the whole pipeline / OCR only |
| `--cookies-from-browser firefox` | `extract.py`, `run.py` | Use",,,UNVERIFIABLE,,
c-0161,README.md,82,owned,behavioral,precedence,Model selection precedence is CLI --model over DISTILL_MODEL over models.yaml default.,"['CLI', 'DISTILL_MODEL', 'models.yaml']","| `--force` / `--force-ocr` | `extract.py` | Bypass idempotency for the whole pipeline / OCR only |
| `--cookies-from-browser firefox` | `extract.py`, `run.py` | Use browser cookies for age-restricted videos |
| `--model NAME` | `distill.py`, `run.py` | Override the model profile (CLI > `DISTILL_MOD",,,UNVERIFIABLE,,
c-0162,README.md,83,owned,concrete,default_value,Default max vision frames is 16.,16,"| `--cookies-from-browser firefox` | `extract.py`, `run.py` | Use browser cookies for age-restricted videos |
| `--model NAME` | `distill.py`, `run.py` | Override the model profile (CLI > `DISTILL_MODEL` env > `models.yaml` default) |
| `--max-vision-frames N` | `distill.py`, `run.py` | Cap frames s",,,MATCH,,
c-0163,README.md,85,owned,behavioral,flag_behavior,--dry-run-payload writes payload.json and exits before calling the LLM.,writes payload.json then exits pre-LLM,"| `--max-vision-frames N` | `distill.py`, `run.py` | Cap frames sent to the LLM (default 16) |
| `--token-budget N` | `distill.py` | Cap by token budget; trims frames to `min(max_vision_frames, budget // est_image_tokens)` |
| `--dry-run-payload` | `distill.py`, `run.py` | Write `payload.json` (imag",,,UNVERIFIABLE,,
c-0164,README.md,93,owned,concrete,file_name,artifact_manifest.json is an output artifact.,artifact_manifest.json,"```
Generated_Data/<title>/
├── artifact_manifest.json              # source_id, file integrity, distill run log
├── extract_meta.json                   # transcript/OCR/coverage quality grades
├── <title>_formatted_transcript.txt    # `start_seconds|text` per line",,,MATCH,,
c-0165,README.md,94,owned,concrete,file_name,extract_meta.json is an output artifact.,extract_meta.json,"Generated_Data/<title>/
├── artifact_manifest.json              # source_id, file integrity, distill run log
├── extract_meta.json                   # transcript/OCR/coverage quality grades
├── <title>_formatted_transcript.txt    # `start_seconds|text` per line
├── <title>_clean_text.txt            ",,,MATCH,,
c-0166,README.md,98,owned,concrete,file_name,ocr.json is an output artifact.,ocr.json,"├── <title>_clean_text.txt              # transcript without timestamps
├── <title>_enriched_transcript.md      # transcript + inline OCR/slide/UI blocks
├── ocr.json                            # per-frame OCR + class + cluster
├── selected_frames.json                # which frames went to the LLM a",,,MATCH,,
c-0167,README.md,99,owned,concrete,file_name,selected_frames.json is an output artifact.,selected_frames.json,"├── <title>_enriched_transcript.md      # transcript + inline OCR/slide/UI blocks
├── ocr.json                            # per-frame OCR + class + cluster
├── selected_frames.json                # which frames went to the LLM and why
├── frames/                             # frame_NNN_t-MM-SS.jpg
├",,,MATCH,,
c-0168,README.md,100,owned,concrete,path,Frame images are stored under a frames/ directory.,frames/,"├── ocr.json                            # per-frame OCR + class + cluster
├── selected_frames.json                # which frames went to the LLM and why
├── frames/                             # frame_NNN_t-MM-SS.jpg
├── <title>_<style>.md                  # final note (Obsidian-ready frontmatter)
└",path missing: frames,,DRIFT,reconcile sources; vps says: path missing: frames,
c-0169,README.md,109,owned,behavioral,citation_requirement,Every technical claim must include at least one citation token.,at least one citation per technical claim,"### Citation contract

The model is constrained to cite at least one of these for every technical claim:

- `seg#NNN` — transcript segment",,,UNVERIFIABLE,,
c-0170,README.md,111,owned,concrete,citation_token,seg#NNN is a valid citation token format.,seg#NNN,"The model is constrained to cite at least one of these for every technical claim:

- `seg#NNN` — transcript segment
- `frame_NNN_t-MM-SS` (or short form `frame_NNN`) — specific frame
- `cluster_id=cN` — a deduplicated code-frame cluster",,,MATCH,,
c-0171,README.md,112,owned,concrete,citation_token,frame_NNN_t-MM-SS (and short form frame_NNN) are valid citation token formats.,"['frame_NNN_t-MM-SS', 'frame_NNN']","
- `seg#NNN` — transcript segment
- `frame_NNN_t-MM-SS` (or short form `frame_NNN`) — specific frame
- `cluster_id=cN` — a deduplicated code-frame cluster
- `t=MM:SS` or `t=MM:SS–MM:SS` — bare timestamp",,,UNVERIFIABLE,,
c-0172,README.md,113,owned,concrete,citation_token,cluster_id=cN is a valid citation token format.,cluster_id=cN,"- `seg#NNN` — transcript segment
- `frame_NNN_t-MM-SS` (or short form `frame_NNN`) — specific frame
- `cluster_id=cN` — a deduplicated code-frame cluster
- `t=MM:SS` or `t=MM:SS–MM:SS` — bare timestamp
",,,MATCH,,
c-0173,README.md,114,owned,concrete,citation_token,t=MM:SS and t=MM:SS–MM:SS are valid citation token formats.,"['t=MM:SS', 't=MM:SS–MM:SS']","- `frame_NNN_t-MM-SS` (or short form `frame_NNN`) — specific frame
- `cluster_id=cN` — a deduplicated code-frame cluster
- `t=MM:SS` or `t=MM:SS–MM:SS` — bare timestamp

Unresolved citations (referencing a frame or segment that doesn't exist) cause `distill.py` to exit non-zero with a warning banner",,,UNVERIFIABLE,,
c-0174,README.md,116,owned,behavioral,exit_behavior,Unresolved citations cause distill.py to exit non-zero.,non-zero exit on unresolved citations,"- `t=MM:SS` or `t=MM:SS–MM:SS` — bare timestamp

Unresolved citations (referencing a frame or segment that doesn't exist) cause `distill.py` to exit non-zero with a warning banner in the markdown. The full contract is `prompts/distill_contract_v1.md`.

## Models",,,UNVERIFIABLE,,
c-0175,README.md,116,owned,concrete,path,The citation contract file path is prompts/distill_contract_v1.md.,prompts/distill_contract_v1.md,"- `t=MM:SS` or `t=MM:SS–MM:SS` — bare timestamp

Unresolved citations (referencing a frame or segment that doesn't exist) cause `distill.py` to exit non-zero with a warning banner in the markdown. The full contract is `prompts/distill_contract_v1.md`.

## Models",path exists: prompts/distill_contract_v1.md,,MATCH,,
c-0176,README.md,124,owned,concrete,model_profile,gemini-3-flash is marked as the default profile.,gemini-3-flash,"| Profile | Provider | Vision | Reasoning |
|---|---|---|---|
| `gemini-3-flash` (default) | OpenRouter (`google/gemini-3-flash-preview`) | yes | yes |
| `gemini-3-pro` | OpenRouter (`google/gemini-3-pro-preview`) | yes | yes |
| `claude-sonnet-4-6` | OpenRouter (`anthropic/claude-sonnet-4.6`) | yes",,,MATCH,,
c-0177,README.md,124,owned,concrete,model_id,The gemini-3-flash profile maps to google/gemini-3-flash-preview on OpenRouter.,google/gemini-3-flash-preview,"| Profile | Provider | Vision | Reasoning |
|---|---|---|---|
| `gemini-3-flash` (default) | OpenRouter (`google/gemini-3-flash-preview`) | yes | yes |
| `gemini-3-pro` | OpenRouter (`google/gemini-3-pro-preview`) | yes | yes |
| `claude-sonnet-4-6` | OpenRouter (`anthropic/claude-sonnet-4.6`) | yes",,,MATCH,,
c-0178,README.md,125,owned,concrete,model_id,The gemini-3-pro profile maps to google/gemini-3-pro-preview on OpenRouter.,google/gemini-3-pro-preview,"|---|---|---|---|
| `gemini-3-flash` (default) | OpenRouter (`google/gemini-3-flash-preview`) | yes | yes |
| `gemini-3-pro` | OpenRouter (`google/gemini-3-pro-preview`) | yes | yes |
| `claude-sonnet-4-6` | OpenRouter (`anthropic/claude-sonnet-4.6`) | yes | no |
| `gpt-4o` | OpenRouter (`openai/gpt",,,MATCH,,
c-0179,README.md,126,owned,concrete,model_id,The claude-sonnet-4-6 profile maps to anthropic/claude-sonnet-4.6 on OpenRouter.,anthropic/claude-sonnet-4.6,"| `gemini-3-flash` (default) | OpenRouter (`google/gemini-3-flash-preview`) | yes | yes |
| `gemini-3-pro` | OpenRouter (`google/gemini-3-pro-preview`) | yes | yes |
| `claude-sonnet-4-6` | OpenRouter (`anthropic/claude-sonnet-4.6`) | yes | no |
| `gpt-4o` | OpenRouter (`openai/gpt-4o`) | yes | no |",,,MATCH,,
c-0180,README.md,127,owned,concrete,model_id,The gpt-4o profile maps to openai/gpt-4o on OpenRouter.,openai/gpt-4o,"| `gemini-3-pro` | OpenRouter (`google/gemini-3-pro-preview`) | yes | yes |
| `claude-sonnet-4-6` | OpenRouter (`anthropic/claude-sonnet-4.6`) | yes | no |
| `gpt-4o` | OpenRouter (`openai/gpt-4o`) | yes | no |

Add a new profile with one YAML entry — no code changes. Verify it works:",,,MATCH,,
c-0181,README.md,132,owned,concrete,command,A doctor verification command is uv run python models.py doctor --profile gemini-3-pro.,uv run python models.py doctor --profile gemini-3-pro,"
```bash
uv run python models.py doctor --profile gemini-3-pro
```
","./docs/audits/2026-05-07/claims.verified.yaml:3494:  expected_value: uv run python models.py doctor --profile gemini-3-pro
./docs/audits/2026-05-07/claims.verified.yaml:3503:    uv run python models.py doctor --profile gemini-3-pro
./docs/audits/2026-05-07/claims.verified.yaml:3509:    uv run python",,MATCH,,
c-0182,README.md,135,owned,behavioral,caching_behavior,doctor caches probe results for one hour.,cache duration 1 hour,"```

`doctor` runs real text/image/reasoning probes against the live API and caches the result for an hour. `distill.py` calls it before each run and falls back to text-only mode if the vision probe fails.

## Cleanup",,,UNVERIFIABLE,,
c-0183,README.md,135,owned,behavioral,fallback_behavior,distill.py falls back to text-only mode if the vision probe fails.,fallback to text-only on vision probe failure,"```

`doctor` runs real text/image/reasoning probes against the live API and caches the result for an hour. `distill.py` calls it before each run and falls back to text-only mode if the vision probe fails.

## Cleanup",,,UNVERIFIABLE,,
c-0184,README.md,139,owned,behavioral,default_behavior,clean.py runs in dry-run mode by default.,dry-run default true,"## Cleanup

Dry-run by default; `--apply` to actually delete:

```bash",,,UNVERIFIABLE,,
c-0185,README.md,139,owned,concrete,cli_flag,clean.py uses --apply to perform actual deletion.,--apply,"## Cleanup

Dry-run by default; `--apply` to actually delete:

```bash",,,MATCH,,
c-0186,README.md,146,owned,behavioral,retention_behavior,ocr.json is preserved unless explicitly removed.,OCR artifact preserved by default,"```

OCR (`ocr.json`) is preserved unless explicitly removed — the cheap-to-keep, expensive-to-recompute artifact.

## Tests",,,UNVERIFIABLE,,
c-0187,README.md,151,owned,concrete,command,The test command uv run pytest is documented.,uv run pytest,"
```bash
uv run pytest                         # unit + fast integration
uv run pytest -m integration          # only the slow ones (real ffmpeg, real OCR)
bash scripts/dod_check.sh             # full end-to-end gate (spec §9)","./docs/audits/2026-05-07/claims.verified.yaml:1469:  claim_text: Definition of done requires uv run pytest to pass including four golden-output
./docs/audits/2026-05-07/claims.verified.yaml:1475:  probe: uv run pytest
./docs/audits/2026-05-07/claims.verified.yaml:3620:  claim_text: The test command ",,MATCH,,
c-0188,README.md,152,owned,concrete,command,The integration-only test command is uv run pytest -m integration.,uv run pytest -m integration,"```bash
uv run pytest                         # unit + fast integration
uv run pytest -m integration          # only the slow ones (real ffmpeg, real OCR)
bash scripts/dod_check.sh             # full end-to-end gate (spec §9)
```","./docs/audits/2026-05-07/claims.verified.yaml:3627:    uv run pytest -m integration          # only the slow ones (real ffmpeg, real\
./docs/audits/2026-05-07/claims.verified.yaml:3643:    The integration-only test command is uv run pytest -m integration.'
./docs/audits/2026-05-07/claims.verified.ya",,MATCH,,
c-0189,README.md,153,owned,concrete,command,A DoD gate command is bash scripts/dod_check.sh.,bash scripts/dod_check.sh,"uv run pytest                         # unit + fast integration
uv run pytest -m integration          # only the slow ones (real ffmpeg, real OCR)
bash scripts/dod_check.sh             # full end-to-end gate (spec §9)
```
","./docs/audits/2026-05-07/claims.verified.yaml:3628:    \ OCR)\nbash scripts/dod_check.sh             # full end-to-end gate (spec \xA7\
./docs/audits/2026-05-07/claims.verified.yaml:3659:    \ OCR)\nbash scripts/dod_check.sh             # full end-to-end gate (spec \xA7\
./docs/audits/2026-05-07/cla",,MATCH,,
c-0190,README.md,156,owned,behavioral,script_behavior,The DoD script greps shipped sources for TODO/XXX markers.,grep for TODO and XXX,"```

The DoD script runs the test suite, extracts + distills the committed fixture video, exercises resumability, runs the legacy CLI, and greps the shipped sources for `TODO`/`XXX`.

## Legal & auth",,,UNVERIFIABLE,,
c-0191,README.md,161,owned,behavioral,auth_behavior,"The tool does not bypass DRM, paywalls, or authentication.",no bypass of DRM/paywalls/auth,"
- You are responsible for having the right to access and process whatever media you pass in.
- This tool does **not** bypass DRM, paywalls, or auth. For age-restricted videos use `--cookies-from-browser firefox` (or `chrome`); cookies stay local.
- Downloaded media should not be redistributed unles",,,UNVERIFIABLE,,
c-0192,README.md,161,owned,concrete,cli_flag,"For age-restricted videos, --cookies-from-browser firefox or chrome is supported.","['firefox', 'chrome']","
- You are responsible for having the right to access and process whatever media you pass in.
- This tool does **not** bypass DRM, paywalls, or auth. For age-restricted videos use `--cookies-from-browser firefox` (or `chrome`); cookies stay local.
- Downloaded media should not be redistributed unles",,,UNVERIFIABLE,,
c-0193,README.md,163,owned,concrete,command,"If yt-dlp download fails, the documented update command is uv pip install -U yt-dlp.",uv pip install -U yt-dlp,"- This tool does **not** bypass DRM, paywalls, or auth. For age-restricted videos use `--cookies-from-browser firefox` (or `chrome`); cookies stay local.
- Downloaded media should not be redistributed unless you have the right to do so.
- `yt-dlp` extractors break — if a download fails, `uv pip inst",,,MATCH,,
c-0194,README.md,172,owned,behavioral,delegation_behavior,download_transcript.py delegates to run.py when a style is provided.,delegates to run.py when style is given,"run.py                          extract → distill convenience wrapper
clean.py                        storage management
download_transcript.py          legacy entry point; delegates to run.py when a style is given
models.py                       profile resolution + doctor
manifest.py              ",,,UNVERIFIABLE,,
c-0195,README.md,175,owned,concrete,dependency_chain,transcript.py uses a 4-tier chain: yt-api -> pytube -> yt-dlp -> whisper.,"['yt-api', 'pytube', 'yt-dlp', 'whisper']","models.py                       profile resolution + doctor
manifest.py                     artifact_manifest.json read/write + integrity
transcript.py                   4-tier transcript chain (yt-api → pytube → yt-dlp → whisper)
frame_ocr.py                    RapidOCR + 5-class classifier + rapid",,,UNVERIFIABLE,,
c-0196,README.md,176,owned,concrete,classifier,frame_ocr.py includes a 5-class classifier.,5,"manifest.py                     artifact_manifest.json read/write + integrity
transcript.py                   4-tier transcript chain (yt-api → pytube → yt-dlp → whisper)
frame_ocr.py                    RapidOCR + 5-class classifier + rapidfuzz dedup
frame_select.py                 perceptual-hash s",,,MATCH,,
c-0197,README.md,183,owned,concrete,path,The prompt contract file is prompts/distill_contract_v1.md.,prompts/distill_contract_v1.md,"distill_render.py               distill_result.json → Obsidian markdown
models.yaml                     model profile config
prompts/distill_contract_v1.md  the citation contract sent to every LLM call
styles/                         user-editable style guides
vendor/claude_video/            vendore",path exists: prompts/distill_contract_v1.md,,MATCH,,
c-0198,README.md,190,owned,concrete,path,The spec document path is docs/superpowers/specs/2026-05-07-youtube-transcripts-claude-video-merge-design.md.,docs/superpowers/specs/2026-05-07-youtube-transcripts-claude-video-merge-design.md,"## Spec

Full design and rationale: `docs/superpowers/specs/2026-05-07-youtube-transcripts-claude-video-merge-design.md`.",path exists: docs/superpowers/specs/2026-05-07-youtube-transcripts-claude-video-merge-design.md,,MATCH,,
